id,artiste,titre,genre,contexte_temporel,contexte_meteo,contexte_activite,contexte_emotionnel,contexte_social,contexte_lieu,bpm_estime,energie,valence,danceability,acousticness,instrumentalness,speechiness,liveness,notes,categorie_energie,groupe_valence,macro_genre,mood_score,mood_category,party_factor,party_category,organic_score,organic_category,sport_suitability,relax_suitability,study_suitability,profil_temporel_emotionnel,profil_temporel_activite,profil_emotionnel_activite,diversity_index,diversity_category,context_popularity_score,popularity_category
19UUPNx5jccGgQ2GCIZkww,Huey,"Pop, Lock & Drop It",pop,apres_midi,ensoleille,cuisine,neutre,amis,parc,127,0.685,0.835,0.69,0.475,0.014,0.086,0.075,7.7,faible,positive,pop_family,0.571975,moderate_energy,0.47265,chill,0.2445,electronic,0.7315,0.28869999999999996,0.33230000000000004,apres_midi_neutre,apres_midi_cuisine,neutre_cuisine,0.11881295238095237,diverse,0.19710635099586618,niche
26Fx8UbsC0BV4J1CdtuLAy,OsamaSon,Pop,pop,apres_midi,ensoleille,cuisine,neutre,groupe,exterieur,123,0.659,0.863,0.813,0.495,0.118,0.054,0.154,7.9,faible,positive,pop_family,0.568717,moderate_energy,0.535767,chill,0.3065,electronic,0.7664,0.3357,0.3967,apres_midi_neutre,apres_midi_cuisine,neutre_cuisine,0.11711580952380952,diverse,0.22003006388575722,niche
6rL8u0RmBmL1Mp5rK33tQA,Civ,1 AM,pop,journee,ensoleille,cuisine,energique,famille,exterieur,125,0.84,0.702,0.74,0.435,0.279,0.115,0.166,8.5,elevee,positive,pop_family,0.58968,moderate_energy,0.6215999999999999,moderate_party,0.357,mixed,0.7686000000000001,0.3057,0.44700000000000006,journee_energique,journee_cuisine,energique_cuisine,0.0866244761904762,homogeneous,0.20124013528748594,niche
5LEXRVsTJ8vIAP7KNjKbIN,BAK Jay,Pop Shii,pop,weekend,chaud,sport,joyeux,amis,exterieur,131,0.758,0.931,0.748,0.673,0.236,0.069,0.275,7.8,moderee,positive,pop_family,0.705698,high_energy,0.566984,moderate_party,0.4545,organic,0.8069000000000001,0.4126,0.5061,weekend_joyeux,weekend_sport,joyeux_sport,0.10744714285714287,balanced,0.3032694475760992,very_popular
5zd9TgduWbfFXwgnm3K3Rz,Three 6 Mafia,Poppin' My Collar (feat. Project Pat),pop,apres_midi,ensoleille,detente,romantique,couple,restaurant,128,0.602,0.827,0.59,0.729,0.176,0.088,0.232,7.7,faible,positive,pop_family,0.49785399999999996,low_energy,0.35518,chill,0.4525,organic,0.6658999999999999,0.46380000000000005,0.4891,apres_midi_romantique,apres_midi_detente,romantique_detente,0.08584261904761903,homogeneous,0.2322435174746336,niche
3cIjeDpRUFiKU5tDXEY7Aw,Coco & Clair Clair,Pop Star,pop,weekend,chaud,sport,joyeux,groupe,salle_sport,150,0.828,0.822,0.81,0.492,0.218,0.037,0.068,7.9,elevee,positive,pop_family,0.6806159999999999,high_energy,0.67068,moderate_party,0.355,mixed,0.8208,0.3138,0.4492,weekend_joyeux,weekend_sport,joyeux_sport,0.1301194761904762,diverse,0.2747087561067268,mainstream
7vGRXiYWFk6NjUnsNjQJQd,Chris Brown,Poppin' - Main,pop,journee,neutre,sport,motive,groupe,salle_sport,134,0.799,0.703,0.678,0.606,0.198,0.038,0.053,8.2,moderee,positive,pop_family,0.561697,moderate_energy,0.541722,chill,0.402,mixed,0.7339,0.3621,0.4732,journee_motive,journee_sport,motive_sport,0.10869723809523811,balanced,0.3141676061630966,very_popular
0fIffclhgJC5h8AdMMVvkp,Pop Smoke,Welcome To The Party,pop,apres_midi,chaud,cuisine,neutre,amis,exterieur,129,0.629,0.815,0.738,0.427,0.383,0.075,0.312,8.1,faible,positive,pop_family,0.512635,moderate_energy,0.464202,chill,0.405,mixed,0.7174999999999999,0.397,0.5046,apres_midi_neutre,apres_midi_cuisine,neutre_cuisine,0.06756757142857141,homogeneous,0.24051108605787297,niche
2PBTwMH2mzfLigdMyPzOcp,2 LIVE CREW,Pop That P--sy,pop,weekend,chaud,cuisine,joyeux,couple,cafe,125,0.757,0.934,0.799,0.632,0.198,0.052,0.331,7.4,moderee,positive,pop_family,0.707038,high_energy,0.604843,moderate_party,0.41500000000000004,mixed,0.8227,0.3851,0.47819999999999996,weekend_joyeux,weekend_cuisine,joyeux_cuisine,0.11263533333333335,diverse,0.2023675310033822,niche
1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,pop,weekend,ensoleille,sport,joyeux,amis,salle_sport,137,0.725,0.95,0.71,0.568,0.184,0.053,0.112,8.2,moderee,positive,pop_family,0.68875,high_energy,0.5147499999999999,chill,0.376,mixed,0.788,0.3649,0.4518,weekend_joyeux,weekend_sport,joyeux_sport,0.12440957142857144,diverse,0.29218338970311913,mainstream
3wn8nOygkHLUQ9dlXM1rKW,Yeat,Poppin,pop,weekend,chaud,sport,joyeux,amis,exterieur,152,0.856,0.909,0.908,0.344,0.308,0.093,0.266,7.9,elevee,positive,pop_family,0.778104,high_energy,0.777248,high_party,0.32599999999999996,electronic,0.8875,0.2732,0.4386,weekend_joyeux,weekend_sport,joyeux_sport,0.12287490476190477,diverse,0.3032694475760992,very_popular
1Y3Z8ZgjFse47Nt2ZR4EFU,NCT WISH,poppop,pop,journee,neutre,conduite,motive,couple,voiture,120,0.765,0.703,0.745,0.626,0.128,0.088,0.192,8.5,moderee,positive,pop_family,0.537795,moderate_energy,0.569925,moderate_party,0.377,mixed,0.7404000000000001,0.3593,0.43420000000000003,journee_motive,journee_conduite,motive_conduite,0.0968638095238095,balanced,0.24746335963923338,niche
2g8HN35AnVGIk7B8yMucww,The Notorious B.I.G.,Big Poppa - 2005 Remaster,pop,apres_midi,chaud,detente,romantique,couple,restaurant,137,0.675,0.804,0.651,0.522,0.282,0.068,0.121,8.7,faible,positive,pop_family,0.5427000000000001,moderate_energy,0.43942500000000007,chill,0.402,mixed,0.7065,0.3909,0.484,apres_midi_romantique,apres_midi_detente,romantique_detente,0.0839684761904762,homogeneous,0.2337467117624953,niche
0PvFJmanyNQMseIFrU708S,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),pop,apres_midi,ensoleille,cuisine,neutre,amis,plage,124,0.679,0.942,0.698,0.464,0.152,0.075,0.105,8.2,faible,positive,pop_family,0.639618,high_energy,0.473942,chill,0.308,electronic,0.7636,0.32749999999999996,0.4002,apres_midi_neutre,apres_midi_cuisine,neutre_cuisine,0.117414,diverse,0.19635475385193535,niche
7K8XoQXZBffc4xG2xIQHMO,Black Eyed Peas,Rock That Body,rock,journee,neutre,sport,motive,groupe,exterieur,151,0.795,0.777,0.723,0.745,0.32,0.105,0.055,8.5,moderee,positive,rock_family,0.617715,moderate_energy,0.574785,moderate_party,0.5325,organic,0.768,0.4555,0.5625,journee_motive,journee_sport,motive_sport,0.10998347619047617,balanced,0.323750469748215,very_popular
1TE8AAk9koG0UJco6ZAUfx,Bailey Zimmerman,Rock and A Hard Place,rock,journee,neutre,sport,motive,groupe,salle_sport,147,0.83,0.688,0.688,0.38,0.079,0.082,0.142,8.7,elevee,positive,rock_family,0.5710399999999999,moderate_energy,0.5710399999999999,moderate_party,0.2295,electronic,0.7447999999999999,0.22670000000000004,0.3371,journee_motive,journee_sport,motive_sport,0.10346423809523808,balanced,0.3141676061630966,very_popular
1AWQoqb9bSvzTjaLralEkT,Justin Timberlake,Rock Your Body,rock,journee,neutre,sport,neutre,amis,salle_sport,156,0.95,0.557,0.853,0.235,0.026,0.04,0.222,8.5,elevee,neutre,rock_family,0.52915,moderate_energy,0.8103499999999999,high_party,0.1305,electronic,0.8029999999999999,0.11680000000000001,0.27549999999999997,journee_neutre,journee_sport,neutre_sport,0.14329314285714284,diverse,0.33220593761743705,very_popular
74hXqhE6afQeZFPNcG0M6Q,Black Eyed Peas,Rock That Body,rock,journee,neutre,sport,motive,amis,exterieur,169,0.95,0.626,0.859,0.39,0.365,0.106,0.229,8.1,elevee,positive,rock_family,0.5947,moderate_energy,0.8160499999999999,high_party,0.3775,mixed,0.8254999999999999,0.2805,0.4783,journee_motive,journee_sport,motive_sport,0.1010282857142857,balanced,0.34272829763246904,very_popular
6n9yCXvLhnYMgJIiIcMu7D,Nickelback,Rockstar,rock,journee,neutre,sport,neutre,amis,exterieur,161,0.95,0.592,0.835,0.549,0.231,0.08,0.33,8.1,elevee,neutre,rock_family,0.5623999999999999,moderate_energy,0.7932499999999999,high_party,0.39,mixed,0.8081,0.30390000000000006,0.46420000000000006,journee_neutre,journee_sport,neutre_sport,0.10043495238095236,balanced,0.34178880120255545,very_popular
2Q5wSOwq6BDSu7sSVMNrtT,The B-52's,Rock Lobster,rock,journee,ensoleille,sport,energique,groupe,salle_sport,169,0.95,0.779,0.95,0.543,0.014,0.08,0.152,7.9,elevee,positive,rock_family,0.74005,high_energy,0.9025,high_party,0.2785,electronic,0.8987,0.23640000000000005,0.35390000000000005,journee_energique,journee_sport,energique_sport,0.1697072857142857,diverse,0.2696354753851935,mainstream
3gdewACMIVMEWVbyb8O9sY,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",rock,journee,chaud,sport,energique,groupe,exterieur,152,0.95,0.766,0.896,0.495,0.397,0.063,0.052,8.5,elevee,positive,rock_family,0.7277,high_energy,0.8512,high_party,0.446,organic,0.8786,0.3321,0.5344,journee_energique,journee_sport,energique_sport,0.13839266666666664,diverse,0.2807215332581736,mainstream
1esmJ8t2PRbYt2yMx2aSEW,Jack O’Connell,Rocky Road to Dublin,rock,journee,neutre,sport,neutre,amis,exterieur,152,0.907,0.573,0.776,0.676,0.395,0.114,0.144,8.3,elevee,neutre,rock_family,0.5197109999999999,moderate_energy,0.703832,moderate_party,0.5355000000000001,organic,0.7675,0.4168,0.5775,journee_neutre,journee_sport,neutre_sport,0.09397580952380953,balanced,0.34178880120255545,very_popular
45sDIKapDyxPl307QpEAwl,Far East Movement,Rocketeer,rock,journee,ensoleille,sport,energique,amis,salle_sport,161,0.856,0.713,0.8,0.558,0.239,0.05,0.186,8.3,elevee,positive,rock_family,0.610328,moderate_energy,0.6848000000000001,moderate_party,0.3985,mixed,0.7963,0.3381,0.47690000000000005,journee_energique,journee_sport,energique_sport,0.10555233333333335,balanced,0.28861330326944756,mainstream
0e7ipj03S05BNilyu5bRzt,Post Malone,rockstar (feat. 21 Savage),rock,journee,neutre,sport,neutre,groupe,exterieur,134,0.817,0.563,0.787,0.372,0.117,0.082,0.318,8.8,elevee,neutre,rock_family,0.4599709999999999,low_energy,0.642979,moderate_party,0.2445,electronic,0.7317999999999999,0.2388,0.3537,journee_neutre,journee_sport,neutre_sport,0.08826428571428573,homogeneous,0.3228109733183014,very_popular
49Gl1IylRVeiBBjBP0dCzW,Black Eyed Peas,Rock That Body - Chris Lake Remix,rock,journee,ensoleille,sport,energique,amis,exterieur,167,0.932,0.749,0.93,0.364,0.37,0.087,0.054,7.4,elevee,positive,rock_family,0.698068,high_energy,0.8667600000000001,high_party,0.367,mixed,0.8765000000000001,0.27699999999999997,0.4768,journee_energique,journee_sport,energique_sport,0.13972966666666667,diverse,0.29819616685456596,mainstream
5QSiHPOYNCmpbwwMQyOGA6,The Osborne Brothers,Rocky Top,rock,journee,ensoleille,sport,energique,groupe,exterieur,150,0.818,0.749,0.814,0.586,0.065,0.098,0.064,7.7,elevee,positive,rock_family,0.612682,moderate_energy,0.6658519999999999,moderate_party,0.3255,electronic,0.7960999999999999,0.30850000000000005,0.3887,journee_energique,journee_sport,energique_sport,0.1327775714285714,diverse,0.2792183389703119,mainstream
7oOOI85fVQvVnK5ynNMdW7,Michael Jackson,Rock with You - Single Version,rock,journee,neutre,sport,motive,groupe,exterieur,140,0.761,0.742,0.633,0.379,0.384,0.051,0.161,8.7,moderee,positive,rock_family,0.564662,moderate_energy,0.481713,chill,0.3815,mixed,0.7169,0.3385,0.49549999999999994,journee_motive,journee_sport,motive_sport,0.07789595238095239,homogeneous,0.323750469748215,very_popular
56KqaFSGTb7ifpt16t5Y1N,The Clash,Rock the Casbah - Remastered,rock,journee,neutre,sport,motive,amis,salle_sport,153,0.935,0.69,0.802,0.296,0.006,0.081,0.271,8.2,elevee,positive,rock_family,0.64515,high_energy,0.74987,high_party,0.151,electronic,0.8216,0.1397,0.2756,journee_motive,journee_sport,motive_sport,0.13418380952380954,diverse,0.3331454340473506,very_popular
05tlUh0E6IFks9sCQguQKN,Nickelback,Rockstar - 2020 Remaster,rock,journee,neutre,sport,motive,amis,exterieur,155,0.88,0.631,0.843,0.665,0.38,0.079,0.122,8.6,elevee,positive,rock_family,0.55528,moderate_energy,0.7418399999999999,high_party,0.5225,organic,0.7942,0.416,0.5737000000000001,journee_motive,journee_sport,motive_sport,0.10658857142857142,balanced,0.34272829763246904,very_popular
7ytR5pFWmSjzHJIeQkgog4,DaBaby,ROCKSTAR (feat. Roddy Ricch),rock,journee,neutre,sport,neutre,groupe,salle_sport,142,0.839,0.587,0.722,0.464,0.273,0.109,0.107,8.6,elevee,neutre,rock_family,0.49249299999999996,low_energy,0.6057579999999999,moderate_party,0.36850000000000005,mixed,0.7283,0.3158,0.4539,journee_neutre,journee_sport,neutre_sport,0.08486433333333333,homogeneous,0.313228109733183,very_popular
58XWGx7KNNkKneHdprcprX,Scorpions,Rock You Like A Hurricane,rock,journee,neutre,sport,motive,groupe,exterieur,150,0.93,0.677,0.849,0.449,0.009,0.043,0.196,8.3,elevee,positive,rock_family,0.6296100000000001,high_energy,0.78957,high_party,0.229,electronic,0.8298000000000001,0.2033,0.3306,journee_motive,journee_sport,motive_sport,0.1442959523809524,diverse,0.323750469748215,very_popular
7iXYRR70wewzVYzWScm99j,Bill Conti,"Gonna Fly Now - Theme From ""Rocky""",rock,journee,neutre,sport,neutre,groupe,salle_sport,165,0.863,0.568,0.779,0.432,0.016,0.093,0.23,8.2,elevee,neutre,rock_family,0.49018399999999995,low_energy,0.672277,moderate_party,0.224,electronic,0.7493,0.2187,0.319,journee_neutre,journee_sport,neutre_sport,0.10886380952380953,balanced,0.313228109733183,very_popular
6YOfGIE6iFxC7G8OlGGvzW,Junior H,ROCKSTAR,rock,journee,neutre,sport,neutre,groupe,salle_sport,152,0.95,0.6,0.732,0.277,0.11,0.056,0.05,8.4,elevee,positive,rock_family,0.57,moderate_energy,0.6953999999999999,moderate_party,0.1935,electronic,0.7796000000000001,0.15880000000000002,0.32689999999999997,journee_neutre,journee_sport,neutre_sport,0.13211661904761907,diverse,0.313228109733183,very_popular
1ne9wOtDF2jM6Cm8WBkaER,John Denver,Rocky Mountain High,rock,journee,neutre,sport,motive,groupe,salle_sport,160,0.95,0.66,0.928,0.403,0.337,0.052,0.08,8.2,elevee,positive,rock_family,0.627,high_energy,0.8816,high_party,0.37,mixed,0.8564,0.27730000000000005,0.479,journee_motive,journee_sport,motive_sport,0.1372014761904762,diverse,0.3141676061630966,very_popular
7sdHMJvhKib3ReVPsZFbrf,Ken Carson,Rock N Roll,rock,journee,neutre,sport,neutre,groupe,exterieur,158,0.9,0.562,0.749,0.384,0.314,0.081,0.069,8.2,elevee,neutre,rock_family,0.5058,low_energy,0.6741,moderate_party,0.349,mixed,0.7533,0.2778,0.456,journee_neutre,journee_sport,neutre_sport,0.10123933333333333,balanced,0.3228109733183014,very_popular
4FlYcJnfkeBpowEHJ72Bmt,Bobby Day,Rockin' Robin,rock,journee,neutre,sport,neutre,amis,salle_sport,169,0.903,0.547,0.814,0.44,0.303,0.051,0.132,7.9,elevee,neutre,rock_family,0.4939410000000001,low_energy,0.735042,high_party,0.3715,mixed,0.7695,0.296,0.47329999999999994,journee_neutre,journee_sport,neutre_sport,0.10481990476190477,balanced,0.33220593761743705,very_popular
6dXjUMjFxfAX4F2dHKqQzf,Stepz,Rock,rock,journee,ensoleille,sport,energique,amis,salle_sport,166,0.921,0.76,0.733,0.448,0.322,0.064,0.168,8.2,elevee,positive,rock_family,0.69996,high_energy,0.675093,moderate_party,0.385,mixed,0.8163,0.29950000000000004,0.48260000000000003,journee_energique,journee_sport,energique_sport,0.10547166666666667,balanced,0.28861330326944756,mainstream
2XHjFJVXYlEzoDvN82h8s5,Joe Walsh,Rocky Mountain Way,rock,journee,neutre,sport,motive,amis,exterieur,160,0.939,0.672,0.79,0.625,0.172,0.088,0.052,8.0,elevee,positive,rock_family,0.631008,high_energy,0.74181,high_party,0.39849999999999997,mixed,0.8142,0.3199,0.45589999999999997,journee_motive,journee_sport,motive_sport,0.13271880952380952,diverse,0.34272829763246904,very_popular
190l7oYBQe6JBsWPJM2uNN,Wesley Willis,Rock N Roll McDonalds,rock,journee,neutre,sport,motive,amis,exterieur,134,0.764,0.614,0.679,0.376,0.152,0.047,0.232,7.9,moderee,positive,rock_family,0.469096,low_energy,0.518756,chill,0.264,electronic,0.6935000000000001,0.2668,0.37939999999999996,journee_motive,journee_sport,motive_sport,0.07841014285714286,homogeneous,0.34272829763246904,very_popular
2u2olzUT4gYEwpPDOOK4ld,The Dubliners,The Rocky Road to Dublin,rock,journee,neutre,sport,motive,groupe,salle_sport,138,0.771,0.795,0.709,0.675,0.046,0.106,0.312,7.6,moderee,positive,rock_family,0.6129450000000001,moderate_energy,0.546639,chill,0.36050000000000004,mixed,0.7596,0.3525,0.4043,journee_motive,journee_sport,motive_sport,0.10506857142857144,balanced,0.3141676061630966,very_popular
3fvY2U1AzW0diYF0hnBbKt,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),rock,journee,neutre,sport,neutre,amis,salle_sport,163,0.921,0.502,0.706,0.255,0.385,0.042,0.269,7.7,elevee,neutre,rock_family,0.46234200000000003,low_energy,0.650226,moderate_party,0.32,electronic,0.7308,0.2412,0.4606,journee_neutre,journee_sport,neutre_sport,0.088476,homogeneous,0.33220593761743705,very_popular
1ITQbrueGLl581a25XXm9c,The Beatles,Rocky Raccoon - Remastered 2009,rock,journee,neutre,sport,motive,groupe,exterieur,130,0.73,0.673,0.617,0.626,0.232,0.056,0.061,8.2,moderee,positive,rock_family,0.49129,low_energy,0.45041,chill,0.429,mixed,0.6789999999999999,0.401,0.49260000000000004,journee_motive,journee_sport,motive_sport,0.08960714285714284,balanced,0.323750469748215,very_popular
1orVKbp6vqtfAPOmvRofVq,Steve Miller Band,Rock'n Me,rock,journee,neutre,sport,motive,amis,exterieur,158,0.95,0.671,0.922,0.379,0.188,0.068,0.11,8.2,elevee,positive,rock_family,0.63745,high_energy,0.8759,high_party,0.2835,electronic,0.8579000000000001,0.22300000000000003,0.3941,journee_motive,journee_sport,motive_sport,0.1423522380952381,diverse,0.34272829763246904,very_popular
0ZlkiExC24SoytNUsnKmN2,Electronic Medium,The Subway,electronic,journee,chaud,sport,energique,amis,exterieur,144,0.856,0.724,0.884,0.41,0.487,0.021,0.203,7.6,elevee,positive,electronic_family,0.619744,moderate_energy,0.756704,high_party,0.4485,organic,0.8248,0.35329999999999995,0.5623,journee_energique,journee_sport,energique_sport,0.10820914285714285,balanced,0.2996993611424276,mainstream
4ok1TfaMUQhp3zwwA3o3rt,Brothel in Belize,Electronica,electronic,journee,neutre,sport,motive,amis,exterieur,135,0.777,0.671,0.647,0.586,0.769,0.07,0.086,7.8,moderee,positive,electronic_family,0.521367,moderate_energy,0.502719,chill,0.6775,organic,0.7062,0.532,0.7463,journee_motive,journee_sport,motive_sport,0.09367114285714286,balanced,0.34272829763246904,very_popular
3jLdAQ7guhHOppAj02RJmW,Chinese Football,Electronic Girl,electronic,weekend,ensoleille,sport,joyeux,amis,salle_sport,146,0.95,0.822,0.848,0.456,0.539,0.061,0.157,7.1,elevee,positive,electronic_family,0.7808999999999999,high_energy,0.8056,high_party,0.49750000000000005,organic,0.881,0.35910000000000003,0.5941000000000001,weekend_joyeux,weekend_sport,joyeux_sport,0.12087895238095236,diverse,0.29218338970311913,mainstream
4tNtBl6Y9TcInf3HNrOfJs,Electronic Gems,Breakthrough,electronic,journee,neutre,loisir,neutre,famille,maison,129,0.797,0.561,0.684,0.444,0.677,0.057,0.25,7.4,moderee,neutre,electronic_family,0.44711700000000004,low_energy,0.5451480000000001,chill,0.5605,organic,0.6923,0.4416,0.6603,journee_neutre,journee_loisir,neutre_loisir,0.06981190476190478,homogeneous,0.2311161217587373,niche
18e4G6ufZ2K3wH9CM374t1,Dj Distro,LA MONJA - Remix,pop,apres_midi,neutre,detente,romantique,couple,restaurant,122,0.691,0.656,0.773,0.53,0.134,0.106,0.192,8.2,moderee,positive,pop_family,0.453296,low_energy,0.5341429999999999,chill,0.332,electronic,0.7051,0.34490000000000004,0.40480000000000005,apres_midi_romantique,apres_midi_detente,romantique_detente,0.08255690476190476,homogeneous,0.2658774896655393,niche
